TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
106947,DPW Maintained,Prunus cerasifera :: Cherry Plum,2710 Baker St,2,Sidewalk: Curb side : Cutout,Private,7/2/14 0:00,1,3x3,37.79606292,-122.4453857
84674,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4045 24th St,1,Sidewalk: Curb side : Cutout,Private,12/27/12 0:00,4,3x3,37.75130564,-122.4328702
10331,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,838 Haight St,1,Sidewalk: Curb side : Cutout,Private,4/12/07 0:00,8,5x5,37.77167675,-122.4361039
57298,Permitted Site,Ficus nitida :: Laurel Fig,3120 16th St,1,Sidewalk: Curb side : Cutout,Private,8/27/76 0:00,20,5x5,37.76495791,-122.4224007
67486,DPW Maintained,Pittosporum undulatum :: Victorian Box,617 Wisconsin St,1,Sidewalk: Curb side : Cutout,Private,9/8/92 0:00,6,,37.75926202,-122.3990347
1509,DPW Maintained,Pittosporum undulatum :: Victorian Box,364 Arguello Blvd,1,Sidewalk: Curb side : Cutout,DPW,10/15/96 0:00,9,3X3,37.78454089,-122.4587286
57164,DPW Maintained,Pittosporum undulatum :: Victorian Box,2989 Jackson St,1,Sidewalk: Curb side : Cutout,Private,10/26/74 0:00,15,,37.79116984,-122.4443019
56411,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',118 18th Ave,1,Sidewalk: Curb side : Cutout,Private,8/20/73 0:00,14,,37.78564138,-122.4775333
86439,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2550 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/29/06 0:00,3,3x3,37.73986094,-122.4839842
235870,Permitted Site,Prunus cerasifera :: Cherry Plum,619 York St,1,Sidewalk: Curb side : Cutout,Private,5/10/94 0:00,7,Width 3ft,37.76124092,-122.4089886
37189,DPW Maintained,Pittosporum undulatum :: Victorian Box,1486 30th Ave,1,Sidewalk: Curb side : Cutout,Private,4/12/01 0:00,5,,37.75957389,-122.488576
13795,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,929 Market St,4,Sidewalk: Curb side : Cutout,DPW,9/12/93 0:00,30,3X3,37.78339759,-122.4085601
30362,DPW Maintained,Pittosporum undulatum :: Victorian Box,606 Arkansas St,1,Sidewalk: Curb side : Cutout,Private,3/2/56 0:00,11,,37.75852471,-122.3981897
52707,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,1@ JACKSON Cherry St,4,Sidewalk: Curb side : Cutout,Private,3/31/06 0:00,7,,37.7898597,-122.4575512
45648,DPW Maintained,Prunus cerasifera :: Cherry Plum,161 Naples St,1,Sidewalk: Curb side : Cutout,Private,10/27/05 0:00,3,,37.7261072,-122.4271553
138948,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,738 HAYES ST,1,Sidewalk: Curb side : Cutout,Private,8/7/08 0:00,4,Width 0ft,37.7762322,-122.4286181
44181,DPW Maintained,Pittosporum undulatum :: Victorian Box,3731 Scott St,1,Sidewalk: Curb side : Cutout,Private,12/15/00 0:00,8,,37.80435416,-122.4421061
43773,DPW Maintained,Pittosporum undulatum :: Victorian Box,103 19th Ave,5,Sidewalk: Curb side : Cutout,Private,7/26/00 0:00,6,,37.78567623,-122.478781
102923,DPW Maintained,Pittosporum undulatum :: Victorian Box,1461 Pine St,1,Sidewalk: Curb side : Cutout,Private,3/12/13 0:00,1,3x3,37.78962626,-122.4198788
92291,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2541 21st Ave,2,Sidewalk: Curb side : Cutout,Private,7/27/09 0:00,2,3x3,37.74023949,-122.4777217
44312,DPW Maintained,Prunus cerasifera :: Cherry Plum,2574 Broadway,1,Sidewalk: Curb side : Cutout,Private,3/2/01 0:00,5,,37.79379946,-122.4393364
103764,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,90X Frank Norris St,3,Sidewalk: Curb side : Cutout,DPW,11/1/09 0:00,3,3x3,37.78927035,-122.4195758
95337,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,855@Broadway Battery St,2,Sidewalk: Curb side : Cutout,Private,8/17/11 0:00,4,3x3,37.79909187,-122.4012351
35587,DPW Maintained,Prunus blireiana :: Flowering Plum,3600 Fillmore St,1,Sidewalk: Curb side : Cutout,Private,3/25/98 0:00,5,,37.80287197,-122.4365902
95966,DPW Maintained,Pittosporum undulatum :: Victorian Box,5500 Geary Blvd,1,Median :,DPW,3/12/11 0:00,2,,37.7805919,-122.4785275
48433,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,2,Sidewalk: Curb side : Cutout,Private,7/26/02 0:00,10,,37.79262622,-122.4124182
211747,DPW Maintained,Pittosporum undulatum :: Victorian Box,70 Forest Side Ave,1,Sidewalk: Curb side : Cutout,Private,3/6/17 0:00,3,Width 3ft,37.74210344,-122.4683732
42729,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,4,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,9,,37.7287859,-122.3949019
13438,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2X Market St,6,Sidewalk: Curb side : Cutout,DPW,12/12/02 0:00,6,4x4,37.79432565,-122.3952546
23045,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1009 Valencia St,1,Sidewalk: Curb side : Cutout,Private,7/19/94 0:00,20,3X3,37.75664963,-122.4209814
43519,DPW Maintained,Prunus cerasifera :: Cherry Plum,534 Broderick St,1,Sidewalk: Curb side : Cutout,Private,7/19/00 0:00,5,,37.77529897,-122.4395004
97763,DPW Maintained,Prunus cerasifera :: Cherry Plum,115 Commonwealth Ave,1,Sidewalk: Curb side : Cutout,Private,11/8/11 0:00,1,,37.78356468,-122.4557769
20175,DPW Maintained,Pittosporum undulatum :: Victorian Box,1200X Steiner St,4,Sidewalk: Curb side : Cutout,DPW,1/2/91 0:00,6,3X3,37.7807144,-122.4337918
51921,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',101 Walnut St,1,Sidewalk: Curb side : Cutout,Private,7/20/05 0:00,8,,37.79047913,-122.4492422
38849,DPW Maintained,Pittosporum undulatum :: Victorian Box,1567 20th Ave,2,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,7,,37.75852933,-122.4779354
37548,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',952 Sutter St,1,Sidewalk: Curb side : Cutout,Private,6/22/98 0:00,13,,37.78834369,-122.4160206
95931,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,691 27th Ave,1,Sidewalk: Curb side : Cutout,Private,7/29/11 0:00,2,3x3,37.77638849,-122.4866995
29621,DPW Maintained,Pittosporum tenuifolium :: Tawhiwhi Pittosporum,900X Junipero Serra Blvd,30,Median : Cutout,DPW,3/9/13 0:00,3,3X3,37.72056391,-122.4726276
28341,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3119 Mission St,3,Sidewalk: Curb side : Cutout,DPW,1/12/04 0:00,6,3X3,37.74755461,-122.4184944
66091,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1034 Filbert St,1,Sidewalk: Curb side : Cutout,Private,8/8/90 0:00,14,,37.8005368,-122.4165516
27836,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,900X The Embarcadero,9,Sidewalk: Curb side : Cutout,Port,12/20/00 0:00,24,,37.80288457,-122.4006465
2724,Permitted Site,Pittosporum undulatum :: Victorian Box,2205X Bush St,3,Sidewalk: Curb side : Cutout,Private,5/12/92 0:00,12,3x3,37.78693847,-122.433559
27922,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,16,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78063781,-122.3889473
63575,DPW Maintained,Pittosporum undulatum :: Victorian Box,1335 Filbert St,1,Sidewalk: Curb side : Cutout,Private,4/30/87 0:00,9,,37.79974906,-122.4215562
52390,Permitted Site,Prunus cerasifera :: Cherry Plum,99X Park St,2,Sidewalk: Curb side : Cutout,Private,12/14/05 0:00,5,3x3,37.73687737,-122.4240941
40822,DPW Maintained,Prunus cerasifera :: Cherry Plum,695 05th St,3,Sidewalk: Curb side : Cutout,Private,8/26/99 0:00,3,3x3,37.77560444,-122.3973872
95591,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2925 Lincoln Way,2,Sidewalk: Curb side : Cutout,Private,3/1/11 0:00,2,3x3,37.76481632,-122.489484
60308,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1748 Grove St,1,Sidewalk: Curb side : Cutout,Private,10/7/82 0:00,9,,37.77504909,-122.4454422
45509,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2929 25th Ave,3,Sidewalk: Curb side : Cutout,Private,7/20/01 0:00,3,,37.73381042,-122.4811566
67949,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',650 23rd Ave,1,Sidewalk: Curb side : Cutout,Private,3/22/93 0:00,10,,37.77541192,-122.4821757
53295,Permitted Site,Prunus cerasifera :: Cherry Plum,4109 23rd St,1,Sidewalk: Curb side : Cutout,Private,5/26/11 0:00,6,3x3,37.75280601,-122.4344694
68172,DPW Maintained,Prunus cerasifera :: Cherry Plum,183 Beaumont Ave,1,Sidewalk: Curb side : Cutout,Private,6/3/93 0:00,5,,37.77814366,-122.4544834
60884,DPW Maintained,Prunus serrulata :: Ornamental Cherry,811 Filbert St,1,Sidewalk: Curb side : Cutout,Private,10/31/13 0:00,4,,37.80085834,-122.4129595
103621,DPW Maintained,Prunus cerasifera :: Cherry Plum,3982 Sacramento St,1,Sidewalk: Curb side : Cutout,Private,12/11/13 0:00,12,3x3,37.78678057,-122.4585398
8051,Permitted Site,Pittosporum undulatum :: Victorian Box,601X Fulton St,2,Sidewalk: Curb side : Cutout,Private,5/7/90 0:00,12,3x3,37.77824291,-122.4267982
27822,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,350X The Embarcadero,21,Sidewalk: Curb side : Cutout,Port,7/15/94 0:00,12,4x4,37.79806025,-122.3963595
55973,DPW Maintained,Prunus cerasifera :: Cherry Plum,2221 Webster St,1,Sidewalk: Curb side : Cutout,Private,6/10/19 0:00,3,,37.79125875,-122.4327195
102636,DPW Maintained,Pittosporum undulatum :: Victorian Box,2176 Mission St,2,Sidewalk: Curb side : Cutout,Private,2/8/13 0:00,3,5x5,37.76220528,-122.4194426
50212,DPW Maintained,Prunus cerasifera :: Cherry Plum,773@ CABRILLO 28th Ave,1,Sidewalk: Curb side : Cutout,Private,8/21/03 0:00,5,,37.77484103,-122.4876698
27795,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,900X The Embarcadero,1,Sidewalk: Curb side : Cutout,Port,12/18/00 0:00,24,,37.80019555,-122.3987633
66412,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',33 Dashiell Hammett St,1,Sidewalk: Curb side : Cutout,Private,2/11/91 0:00,12,,37.79076208,-122.4080194
51217,DPW Maintained,Pittosporum undulatum :: Victorian Box,148 Hamilton St,1,Sidewalk: Curb side : Cutout,Private,8/11/04 0:00,5,,37.72898889,-122.4108148
13280,DPW Maintained,Ficus retusa nitida :: Banyan Fig,2524 Lombard St,1,Sidewalk: Curb side : Cutout,DPW,8/15/93 0:00,40,3X3,37.7990441,-122.443221
21628,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1615 Sutter St,2,Sidewalk: Curb side : Cutout,DPW,6/29/94 0:00,6,4X4,37.7867283,-122.4276749
48575,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2275 Beach St,1,Sidewalk: Curb side : Cutout,Private,8/27/02 0:00,6,,37.80328244,-122.4464662
65220,DPW Maintained,Prunus cerasifera :: Cherry Plum,438 Paris St,1,Sidewalk: Curb side : Cutout,Private,7/24/89 0:00,15,,37.7218238,-122.434908
62192,DPW Maintained,Pittosporum undulatum :: Victorian Box,129 Santa Ynez Ave,1,Sidewalk: Curb side : Cutout,Private,9/20/85 0:00,14,,37.72485103,-122.4407694
67578,DPW Maintained,Prunus blireiana :: Flowering Plum,118 Connecticut St,1,Sidewalk: Curb side : Cutout,Private,10/5/92 0:00,6,,37.76462442,-122.3977958
41831,Permitted Site,Prunus spp 'Purpurea' :: Cherry Plum,1359 15th Ave,2,Sidewalk: Curb side : Cutout,Private,6/20/00 0:00,5,3x3,37.76265678,-122.4728032
91009,Permitted Site,Pittosporum undulatum :: Victorian Box,251 Balboa St,3,Sidewalk: Curb side : Cutout,Private,7/10/13 0:00,3,3x3,37.77730075,-122.4613386
27915,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,9,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78105676,-122.3886575
51039,DPW Maintained,Prunus cerasifera :: Cherry Plum,926 Grove St,3,Sidewalk: Curb side : Cutout,Private,7/8/04 0:00,4,,37.7767218,-122.432202
91962,DPW Maintained,Pittosporum undulatum :: Victorian Box,145 Irving St,2,Sidewalk: Curb side : Cutout,DPW,2/19/09 0:00,3,3x3,37.76428975,-122.4592961
60784,DPW Maintained,Prunus cerasifera :: Cherry Plum,114 Ewing Ter,1,Sidewalk: Curb side : Cutout,Private,3/14/83 0:00,3,,37.78030327,-122.4481586
30866,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',8 Tioga Ave,1,Sidewalk: Curb side : Cutout,Private,2/16/95 0:00,13,,37.71570284,-122.4027874
28905,Permitted Site,Pittosporum undulatum :: Victorian Box,360X 05th St,2,Sidewalk: Curb side : Cutout,Private,2/11/06 0:00,7,3X3,37.77958336,-122.4026556
38890,DPW Maintained,Pittosporum undulatum :: Victorian Box,633 Palm Ave,2,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,7,,37.78449769,-122.4580563
61668,Permitted Site,Prunus cerasifera :: Cherry Plum,271 Church St,1,Sidewalk: Curb side : Cutout,Private,11/21/84 0:00,10,,37.76654569,-122.4287681
91571,DPW Maintained,Prunus serrulata :: Ornamental Cherry,511 Campbell Ave,1,Sidewalk: Curb side : Cutout,Private,5/14/09 0:00,3,3x3,37.71527729,-122.4064887
25871,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,35,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.8020255,-122.4003557
60799,DPW Maintained,Prunus cerasifera :: Cherry Plum,275 Ewing Ter,1,Sidewalk: Curb side : Cutout,Private,3/14/83 0:00,5,,37.77983262,-122.4488171
68358,DPW Maintained,Prunus cerasifera :: Cherry Plum,655 21st Ave,1,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,7,,37.77547343,-122.4801866
61789,DPW Maintained,Pittosporum undulatum :: Victorian Box,1261 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,1/24/85 0:00,12,,37.75378399,-122.4014073
30445,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',350 Union St,3,Sidewalk: Curb side : Cutout,Private,5/11/56 0:00,15,,37.80101957,-122.4051033
86381,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1449 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.76043152,-122.4845031
180665,DPW Maintained,Pittosporum crassifolium :: Karo Tree,316 Chicago Way,1,Sidewalk: Curb side : Yard,Private,10/10/17 14:13,3,Width 6ft,37.70970068,-122.4326309
91814,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2621 Harrison St,1,Sidewalk: Curb side : Cutout,DPW,3/7/07 0:00,3,3x3,37.75549819,-122.4121214
67478,DPW Maintained,Prunus cerasifera :: Cherry Plum,1567 McAllister St,1,Sidewalk: Curb side : Cutout,Private,9/8/92 0:00,5,,37.77780502,-122.4377485
20147,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1025 Steiner St,1,Sidewalk: Curb side : Cutout,DPW,9/13/89 0:00,12,3x3,37.77882774,-122.4335644
31050,DPW Maintained,Prunus serrulata :: Ornamental Cherry,25 South Hill Blvd,1,Sidewalk: Curb side : Cutout,Private,8/1/08 0:00,1,3x3,37.71189586,-122.4320257
5971,Permitted Site,Pittosporum undulatum :: Victorian Box,1545X Eddy St,4,Sidewalk: Curb side : Cutout,Private,2/23/05 0:00,3,3X3,37.78122548,-122.4330478
108161,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2559 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Private,11/26/14 0:00,3,3x3,37.79916793,-122.4242774
86438,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2558 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/29/06 0:00,3,3x3,37.7397251,-122.4839751
52911,DPW Maintained,Prunus cerasifera :: Cherry Plum,843@ 20th ST Vermont St,1,Sidewalk: Curb side : Cutout,Private,7/27/06 0:00,3,,37.75894444,-122.4038309
97391,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3816 22nd St,1,Sidewalk: Curb side : Cutout,Private,9/30/11 0:00,10,3x3,37.75468559,-122.4329046
32091,DPW Maintained,Prunus cerasifera :: Cherry Plum,4017 19th St,1,Sidewalk: Curb side : Cutout,Private,8/9/95 0:00,6,,37.75932685,-122.4330876
51043,DPW Maintained,Pittosporum crassifolium :: Karo Tree,1559 40th Ave,1,Sidewalk: Curb side : Cutout,Private,1/12/06 0:00,1,,37.75771992,-122.4993586
62715,DPW Maintained,Prunus cerasifera :: Cherry Plum,1941 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,5/20/86 0:00,6,,37.79909767,-122.4174367
32271,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2512 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,7/25/02 0:00,8,,37.7931159,-122.4370785
3067,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2847 California St,1,Sidewalk: Curb side : Cutout,DPW,10/3/15 14:54,3,3X3,37.78784301,-122.4414591
43159,DPW Maintained,Pittosporum crassifolium :: Karo Tree,252 Harvard St,1,Sidewalk: Curb side : Cutout,Private,7/28/03 0:00,7,,37.7264149,-122.4206699
50729,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3107 Washington St,3,Sidewalk: Curb side : Cutout,Private,1/28/04 0:00,6,,37.79022448,-122.4445839
66515,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1173 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,3/20/91 0:00,7,,37.7975502,-122.4165042
192153,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1404 Mission St,1,Sidewalk: Curb side : Cutout,Private,9/10/18 0:00,3,Width 3ft,37.77484316,-122.4166098
31299,DPW Maintained,Prunus serrulata :: Ornamental Cherry,519 Birch St,1,Sidewalk: Curb side : Cutout,Private,4/12/95 0:00,8,,37.77798759,-122.4253836
12417,DPW Maintained,Prunus blireiana :: Flowering Plum,1691 Laguna St,1,Sidewalk: Curb side : Cutout,Private,9/13/89 0:00,6,4X4,37.78657602,-122.4283897
33142,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3148 Steiner St,1,Sidewalk: Curb side : Cutout,Private,11/5/96 0:00,8,,37.79854358,-122.4373973
87176,DPW Maintained,Prunus cerasifera :: Cherry Plum,1784 Revere Ave,1,Sidewalk: Curb side : Cutout,Private,1/22/08 0:00,5,3x3,37.73364592,-122.3935463
44171,DPW Maintained,Pittosporum undulatum :: Victorian Box,2100 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,3/2/01 0:00,6,3x3,37.79568234,-122.4319949
56147,DPW Maintained,Ficus nitida :: Laurel Fig,2311 Scott St,1,Sidewalk: Curb side : Cutout,Private,6/21/73 0:00,16,,37.79140446,-122.439486
32299,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2367 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,8/19/96 0:00,4,,37.74307934,-122.489741
60229,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,6242 California St,2,Sidewalk: Curb side : Cutout,Private,7/26/82 0:00,13,,37.78397723,-122.4847445
55101,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2660 Chestnut St,1,Sidewalk: Curb side : Cutout,Private,9/12/72 0:00,18,,37.79949763,-122.447183
68150,Permitted Site,Prunus cerasifera :: Cherry Plum,93 Carmel St,1,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,6,3x3,37.7607918,-122.448762
4099,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3314X Cesar Chavez St,2,Sidewalk: Curb side : Cutout,DPW,2/19/98 0:00,3,3X3,37.74831053,-122.4165846
40688,DPW Maintained,Prunus cerasifera :: Cherry Plum,154 Ney St,1,Sidewalk: Curb side : Cutout,Private,8/10/99 0:00,7,,37.73003525,-122.4269924
28260,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3562 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Private,3/20/03 0:00,12,3x3,37.71707558,-122.4000189
134277,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1999 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Private,5/6/02 0:00,8,Width 4ft,37.7933114,-122.4230907
9266,DPW Maintained,Pittosporum undulatum :: Victorian Box,6700 Geary Blvd,1,Median : Cutout,DPW,3/12/11 0:00,1,8M,37.77978468,-122.4916455
43527,DPW Maintained,Prunus cerasifera :: Cherry Plum,1341 Hayes St,1,Sidewalk: Curb side : Cutout,Private,7/19/00 0:00,0,,37.77477655,-122.4384966
67972,DPW Maintained,Pittosporum undulatum :: Victorian Box,2127 Cabrillo St,1,Sidewalk: Curb side : Cutout,Private,5/28/09 0:00,2,3x3,37.77448037,-122.4816655
91827,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1941 Harrison St,1,Sidewalk: Curb side : Cutout,MTA,3/7/07 0:00,3,3x3,37.7664314,-122.4131296
42653,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2535 40th Ave,2,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,3,,37.73999573,-122.4981204
38610,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1570 Revere Ave,3,Sidewalk: Curb side : Cutout,Private,5/15/02 0:00,6,,37.73141126,-122.3895467
48932,Permitted Site,Prunus serrulata :: Ornamental Cherry,2417 HARRISON ST,1,Sidewalk: Curb side : Cutout,Private,11/25/02 0:00,8,3x3,37.75838825,-122.4122719
23461,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2300 Van Ness Ave,2,Sidewalk: Curb side : Cutout,DPW,7/2/11 0:00,4,3x3,37.79689813,-122.4234735
37957,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,701 Minnesota St,3,Sidewalk: Curb side : Cutout,Private,7/8/98 0:00,6,,37.76120699,-122.39043
86397,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1623 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/15/06 0:00,3,3x3,37.75712885,-122.484271
5751,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1790 Dolores St,1,Sidewalk: Curb side : Cutout,DPW,2/14/08 0:00,12,3X3,37.74086297,-122.4242638
59661,DPW Maintained,Ficus retusa nitida :: Banyan Fig,950 Steiner St,1,Sidewalk: Curb side : Cutout,Private,3/30/81 0:00,16,,37.77811498,-122.4332667
47277,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2633 20th St,1,Sidewalk: Curb side : Cutout,Private,12/22/14 0:00,3,,37.75927396,-122.4072746
253156,DPW Maintained,Prunus cerasifera :: Cherry Plum,654 Hampshire St,1,Sidewalk: Curb side : Cutout,Private,7/25/17 0:00,3,3x3,37.76112306,-122.4082733
44274,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,730 Vermont St,1,Sidewalk: Curb side : Cutout,Private,2/22/01 0:00,4,,37.75985386,-122.4041404
264669,Section 806 (d),Prunus subhirtella 'autumnalis' :: Higan Cherry,1890 Church St,2,Sidewalk: Curb side : Cutout,Private,9/11/20 0:00,3,4x4,37.74000475,-122.4267155
39694,DPW Maintained,Prunus cerasifera :: Cherry Plum,1770 Quesada Ave,1,Sidewalk: Curb side : Cutout,Private,1/5/99 0:00,8,,37.73418945,-122.39274
12956,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,50 Lippard Ave,1,Sidewalk: Curb side : Cutout,Private,6/1/98 0:00,3,5x5,37.73468802,-122.4356388
239457,Planning Code 138.1 required,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,165 Sussex St,2,Sidewalk: Curb side : Cutout,DPW,10/11/17 0:00,3,Width 3ft,37.73666532,-122.435698
62189,DPW Maintained,Pittosporum undulatum :: Victorian Box,159 Santa Ynez Ave,1,Sidewalk: Curb side : Cutout,Private,9/20/85 0:00,12,,37.72504292,-122.4411124
31303,DPW Maintained,Prunus serrulata :: Ornamental Cherry,535 Birch St,1,Sidewalk: Curb side : Cutout,Private,4/12/95 0:00,7,,37.77795126,-122.4256715
8000,DPW Maintained,Pittosporum undulatum :: Victorian Box,350X Fulton St,2,Sidewalk: Curb side : Cutout,DPW,5/26/92 0:00,12,,37.77891793,-122.4225608
214549,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,820 Irving St,1,Sidewalk: Curb side : Cutout,DPW,1/12/16 6:37,1,Width 3ft,37.76410952,-122.4667554
69303,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,813 Lyon St,1,Sidewalk: Curb side : Cutout,Private,1/8/14 0:00,6,,37.77860184,-122.4436812
106161,DPW Maintained,Prunus cerasifera :: Cherry Plum,827 North Point St,1,Sidewalk: Curb side : Cutout,Private,3/31/14 0:00,3,3x3,37.80558939,-122.4208842
13428,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Market St,12,Sidewalk: Curb side : Cutout,DPW,10/29/03 0:00,6,4x4,37.79423991,-122.3948965
25472,DPW Maintained,Prunus serrulata :: Ornamental Cherry,205X Randolph St,1,Sidewalk: Curb side : Cutout,Private,12/18/19 0:00,6,3X3,37.71420876,-122.4645991
5095,DPW Maintained,Prunus cerasifera :: Cherry Plum,2611 Diamond St,1,Sidewalk: Curb side : Cutout,DPW,2/4/04 0:00,6,3X3,37.73684598,-122.4345195
4106,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3359 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,Private,12/17/03 0:00,3,3X3,37.74806142,-122.4172465
53290,DPW Maintained,Pittosporum undulatum :: Victorian Box,2722 Franklin St,1,Sidewalk: Curb side : Cutout,Private,8/25/69 0:00,13,,37.79963861,-122.4257974
244,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3027 19th Ave,2,Sidewalk: Curb side : Cutout,DPW,11/15/95 0:00,20,2,37.73193736,-122.4750651
